fold,true_cluster,predicted_cluster,correct,top1_cluster,top1_confidence,top2_cluster,top2_confidence,top3_cluster,top3_confidence,top4_cluster,top4_confidence,top5_cluster,top5_confidence,true_rank,elapsed_time
7,2,3,False,3,0.8178333333333333,2,0.1821666666666667,1,0.0,0,0.0,4,0.0,2,0 days 00:50:29
7,2,0,False,0,0.63,2,0.37,1,0.0,3,0.0,4,0.0,2,0 days 00:44:26
7,3,3,True,3,0.6821428571428573,1,0.31785714285714284,0,0.0,2,0.0,4,0.0,1,0 days 00:15:40
7,2,1,False,1,0.7,2,0.16,3,0.14,0,0.0,4,0.0,2,0 days 00:12:19
7,3,0,False,0,0.61,3,0.29,4,0.1,1,0.0,2,0.0,2,0 days 00:45:18
7,3,2,False,2,0.99,0,0.01,1,0.0,3,0.0,4,0.0,4,0 days 01:01:34
7,3,3,True,3,0.93,4,0.06,1,0.01,0,0.0,2,0.0,1,0 days 00:21:53
7,3,0,False,0,0.83,4,0.15,2,0.02,1,0.0,3,0.0,5,0 days 00:39:01
7,3,2,False,2,0.88,3,0.11,4,0.01,1,0.0,0,0.0,2,0 days 00:28:16
7,2,2,True,2,0.61,0,0.31,4,0.08,1,0.0,3,0.0,1,0 days 00:33:02
7,3,3,True,3,0.86,4,0.14,1,0.0,0,0.0,2,0.0,1,0 days 00:23:00
7,4,2,False,2,0.84,0,0.1,3,0.03,4,0.03,1,0.0,4,0 days 00:33:27
8,1,3,False,3,0.77,0,0.22,2,0.01,1,0.0,4,0.0,4,0 days 00:03:48
8,0,3,False,3,0.5816666666666667,0,0.41833333333333333,1,0.0,2,0.0,4,0.0,2,0 days 00:57:07
8,2,2,True,2,0.73,0,0.16,3,0.11,1,0.0,4,0.0,1,0 days 01:03:22
8,3,2,False,2,0.63,0,0.24,4,0.125,3,0.005,1,0.0,4,0 days 00:31:01
8,2,1,False,1,0.6,4,0.4,2,0.0,0,0.0,3,0.0,3,0 days 00:07:32
8,3,0,False,0,0.64,1,0.29,3,0.06,4,0.01,2,0.0,3,0 days 00:22:34
8,4,1,False,1,0.92,2,0.05,3,0.03,0,0.0,4,0.0,5,0 days 00:16:50
8,1,1,True,1,0.6,4,0.35,3,0.05,0,0.0,2,0.0,1,0 days 00:06:19
8,0,0,True,0,0.92,3,0.07,4,0.01,1,0.0,2,0.0,1,0 days 00:46:28
8,0,2,False,2,1.0,0,0.0,1,0.0,3,0.0,4,0.0,2,0 days 00:44:30
8,0,2,False,2,1.0,0,0.0,1,0.0,3,0.0,4,0.0,2,0 days 00:44:26
8,1,3,False,3,0.66,1,0.34,0,0.0,2,0.0,4,0.0,2,0 days 00:15:36
8,4,4,True,4,0.695,0,0.19,3,0.11500000000000002,1,0.0,2,0.0,1,0 days 00:30:15
8,2,4,False,4,0.49583333333333324,3,0.4541666666666668,0,0.05,1,0.0,2,0.0,5,0 days 00:30:00
8,1,3,False,3,0.7465,1,0.2535,0,0.0,2,0.0,4,0.0,2,0 days 00:16:07
8,3,2,False,2,0.61,3,0.39,1,0.0,0,0.0,4,0.0,2,0 days 00:59:00
8,2,2,True,2,0.54,0,0.46,1,0.0,3,0.0,4,0.0,1,0 days 00:54:00
8,3,3,True,3,0.7848333333333334,1,0.21516666666666662,0,0.0,2,0.0,4,0.0,1,0 days 00:15:41
8,3,2,False,2,0.67,4,0.32,0,0.01,1,0.0,3,0.0,5,0 days 00:32:00
8,0,1,False,1,0.6,4,0.4,2,0.0,0,0.0,3,0.0,4,0 days 00:07:43
8,1,1,True,1,0.92,3,0.08,0,0.0,2,0.0,4,0.0,1,0 days 00:17:33
8,3,1,False,1,0.87,3,0.13,0,0.0,2,0.0,4,0.0,2,0 days 00:15:35
8,2,3,False,3,0.7743333333333333,2,0.22566666666666665,1,0.0,0,0.0,4,0.0,2,0 days 00:50:49
8,3,1,False,1,0.4429999999999999,0,0.40700000000000003,3,0.15,2,0.0,4,0.0,3,0 days 00:17:14
8,3,3,True,3,0.51,2,0.49,1,0.0,0,0.0,4,0.0,1,0 days 00:02:25
8,3,1,False,1,0.9,3,0.06016666666666667,0,0.03983333333333334,2,0.0,4,0.0,2,0 days 00:15:53
8,3,3,True,3,0.84,0,0.154,1,0.006,2,0.0,4,0.0,1,0 days 00:17:07
8,2,3,False,3,0.58,2,0.39,0,0.03,1,0.0,4,0.0,2,0 days 01:01:37
8,4,3,False,3,0.7033333333333335,2,0.2966666666666667,1,0.0,0,0.0,4,0.0,5,0 days 00:50:55
9,0,3,False,3,0.98,1,0.02,0,0.0,2,0.0,4,0.0,3,0 days 00:03:24
9,2,0,False,0,0.65,2,0.26,4,0.05,3,0.04,1,0.0,2,0 days 00:48:02
9,2,4,False,4,0.68,0,0.31,3,0.01,1,0.0,2,0.0,5,0 days 00:37:44
9,1,2,False,2,0.57,0,0.25,3,0.17,4,0.01,1,0.0,5,0 days 00:24:27
9,1,2,False,2,0.84,3,0.13,1,0.03,0,0.0,4,0.0,3,0 days 00:12:33
9,1,3,False,3,0.87,1,0.12,0,0.01,2,0.0,4,0.0,2,0 days 00:15:19
9,2,3,False,3,0.69,2,0.31,1,0.0,0,0.0,4,0.0,2,0 days 00:00:30
9,3,0,False,0,0.68,3,0.3,2,0.02,1,0.0,4,0.0,2,0 days 01:12:47
9,3,1,False,1,0.94,3,0.06,0,0.0,2,0.0,4,0.0,2,0 days 00:16:12
9,4,3,False,3,0.95,1,0.04,2,0.01,0,0.0,4,0.0,5,0 days 00:16:27
9,4,3,False,3,0.5271666666666666,2,0.45283333333333337,1,0.02,0,0.0,4,0.0,5,0 days 00:14:45
9,2,4,False,4,0.54,1,0.4,3,0.06,0,0.0,2,0.0,5,0 days 00:18:51
9,1,1,True,1,0.74,3,0.24,0,0.02,2,0.0,4,0.0,1,0 days 00:14:59
9,2,3,False,3,0.73,4,0.24,0,0.03,1,0.0,2,0.0,5,0 days 00:42:51
9,0,4,False,4,0.9001904761904762,2,0.05269047619047619,3,0.04711904761904762,1,0.0,0,0.0,5,0 days 00:30:30
9,0,0,True,0,0.73,2,0.27,1,0.0,3,0.0,4,0.0,1,0 days 01:21:32
9,2,0,False,0,0.73,2,0.27,1,0.0,3,0.0,4,0.0,2,0 days 01:21:23
9,0,0,True,0,0.72,3,0.28,1,0.0,2,0.0,4,0.0,1,0 days 00:55:31
9,0,3,False,3,0.95,1,0.04,2,0.01,0,0.0,4,0.0,4,0 days 00:16:27
9,3,1,False,1,0.88,3,0.12,0,0.0,2,0.0,4,0.0,2,0 days 00:16:22
9,3,4,False,4,0.65,0,0.3,3,0.05,1,0.0,2,0.0,3,0 days 00:48:57
9,3,2,False,2,0.57,3,0.3,0,0.12,4,0.01,1,0.0,2,0 days 00:24:24
