fold,true_cluster,predicted_cluster,correct,top1_cluster,top1_confidence,top2_cluster,top2_confidence,top3_cluster,top3_confidence,top4_cluster,top4_confidence,top5_cluster,top5_confidence,true_rank,elapsed_time
1,2,1,False,1,0.9341666666666667,0,0.0625,2,0.003333333333333333,3,0.0,4,0.0,3,0 days 00:45:05
1,2,2,True,2,0.81,1,0.19,0,0.0,3,0.0,4,0.0,1,0 days 00:41:07
1,2,1,False,1,0.82,2,0.14,0,0.03,6,0.01,3,0.0,2,0 days 00:07:47
1,2,1,False,1,0.34464285714285703,0,0.33149999999999985,2,0.32385714285714273,3,0.0,4,0.0,3,0 days 00:40:02
1,2,6,False,6,0.63,1,0.1733333333333333,2,0.1733333333333333,0,0.023333333333333334,3,0.0,3,0 days 00:14:30
1,2,7,False,7,0.6269761904761904,1,0.34302380952380945,5,0.03,0,0.0,3,0.0,6,0 days 00:17:02
1,2,0,False,0,0.6646666666666667,2,0.16033333333333336,1,0.15,5,0.025,3,0.0,2,0 days 00:30:25
1,0,0,True,0,0.59,2,0.33333333333333326,5,0.06666666666666667,1,0.01,3,0.0,1,0 days 00:20:00
1,7,2,False,2,0.73,1,0.18,6,0.09,0,0.0,3,0.0,8,0 days 00:09:14
1,2,5,False,5,0.44983333333333336,7,0.42016666666666674,6,0.0825,0,0.0475,3,0.0,6,0 days 00:15:52
1,2,1,False,1,0.7024285714285713,7,0.13,5,0.09338095238095237,0,0.06419047619047619,2,0.01,5,0 days 00:31:08
1,2,2,True,2,0.46833333333333343,5,0.4316666666666667,6,0.06,7,0.04,3,0.0,1,0 days 00:25:52
1,2,2,True,2,0.8,0,0.11,1,0.09,3,0.0,4,0.0,1,0 days 00:06:29
1,2,2,True,2,0.62,0,0.33,3,0.05,1,0.0,4,0.0,1,0 days 01:13:37
1,2,2,True,2,0.96,5,0.036000000000000004,1,0.004,0,0.0,3,0.0,1,0 days 00:34:03
1,2,1,False,1,0.8,6,0.11,8,0.03958333333333333,0,0.035416666666666666,2,0.015,5,0 days 00:57:15
1,2,2,True,2,0.63,7,0.31,0,0.06,1,0.0,3,0.0,1,0 days 00:58:53
1,2,6,False,6,0.43633333333333335,1,0.4036666666666667,2,0.16,0,0.0,3,0.0,3,0 days 00:58:31
1,2,6,False,6,0.58,0,0.28,1,0.14,2,0.0,3,0.0,4,0 days 00:52:49
1,1,5,False,5,0.7,4,0.19,2,0.11,0,0.0,3,0.0,6,0 days 00:34:36
1,2,1,False,1,0.7131071428571427,2,0.2868928571428571,0,0.0,3,0.0,4,0.0,2,0 days 00:07:59
1,2,2,True,2,0.4713333333333334,7,0.43866666666666665,4,0.050499999999999996,1,0.0395,3,0.0,1,0 days 00:58:18
1,3,2,False,2,0.98,1,0.01,6,0.01,0,0.0,3,0.0,5,0 days 00:50:01
1,2,2,True,2,0.9,1,0.05,6,0.05,0,0.0,3,0.0,1,0 days 00:00:00
1,2,2,True,2,0.68,0,0.22,4,0.08,1,0.02,3,0.0,1,0 days 00:35:28
1,1,6,False,6,0.65,3,0.23,2,0.1075,1,0.0125,0,0.0,4,0 days 00:32:00
1,2,0,False,0,0.58,2,0.38,1,0.04,3,0.0,4,0.0,2,0 days 00:36:26
2,0,2,False,2,0.99,8,0.01,1,0.0,0,0.0,4,0.0,4,0 days 00:31:02
2,6,0,False,0,0.86,2,0.095,1,0.045,3,0.0,4,0.0,7,0 days 00:45:14
2,6,2,False,2,0.5153333333333334,6,0.4246666666666665,1,0.06,0,0.0,3,0.0,2,0 days 01:02:00
2,6,7,False,7,0.9585833333333333,1,0.01775,5,0.014916666666666665,4,0.00875,3,0.0,8,0 days 00:18:25
2,5,1,False,1,0.4457857142857143,2,0.3942142857142858,0,0.06,7,0.06,4,0.04,7,0 days 00:24:00
2,0,0,True,0,0.58,2,0.23,6,0.18,1,0.01,3,0.0,1,0 days 01:17:06
2,4,0,False,0,0.62,1,0.24,7,0.08,6,0.06,3,0.0,8,0 days 01:24:29
2,7,1,False,1,0.59,7,0.1925,2,0.18750000000000003,5,0.02,0,0.01,2,0 days 00:24:53
2,7,1,False,1,0.655,0,0.345,2,0.0,3,0.0,4,0.0,8,0 days 01:02:44
2,7,0,False,0,0.64,2,0.21,7,0.12,4,0.03,3,0.0,3,0 days 01:31:24
2,6,0,False,0,0.99,8,0.01,2,0.0,1,0.0,4,0.0,7,0 days 00:07:28
2,4,8,False,8,0.69,0,0.22,7,0.09,2,0.0,3,0.0,6,0 days 01:26:30
2,7,5,False,5,0.62,4,0.14633333333333332,6,0.13245238095238096,7,0.10121428571428571,3,0.0,4,0 days 00:16:27
2,4,4,True,4,0.9,1,0.09,7,0.01,0,0.0,3,0.0,1,0 days 01:25:01
2,7,6,False,6,0.61,7,0.30333333333333334,5,0.05333333333333333,2,0.03333333333333333,3,0.0,2,0 days 00:16:20
2,0,7,False,7,0.68,4,0.23,0,0.08,2,0.01,3,0.0,3,0 days 01:31:18
2,1,1,True,1,0.488,2,0.4320000000000001,5,0.08,0,0.0,3,0.0,1,0 days 00:26:44
2,0,2,False,2,0.7281984126984128,5,0.2451349206349206,6,0.016666666666666666,0,0.01,3,0.0,4,0 days 00:52:58
2,1,2,False,2,0.71,7,0.1,1,0.08547619047619047,5,0.05354761904761905,0,0.050976190476190474,3,0 days 00:31:08
